year,competition_name,download_link
2019,Courses,https://archive.swimming.org.nz/mr-coaches-toolbox-courses.html
2019,NZSCTA,https://archive.swimming.org.nz/mr-coaches-toolbox-nzscta.html
2019,Tips,https://archive.swimming.org.nz/mr-coaches-toolbox-tips.html
2019,Technical Officials,https://archive.swimming.org.nz/technical-officials.html
2019,Technical Advisory Committee,https://archive.swimming.org.nz/page.php?id=214
2019,Qualifications and Assessments,https://archive.swimming.org.nz/qualifications-and-assessments.html
2019,Appointments to SNZ National Meets,https://archive.swimming.org.nz/appointments.html
2019,Backstroke Ledges,https://archive.swimming.org.nz/page.php?id=1549
2019,Video Resources,https://archive.swimming.org.nz/video-resources.html
2019,SNZ Technical Official Merchandise,http://teamsports.co.nz/snz/technical-official-clothing
2019,SNZ Merchandise,https://shop.swimming.org.nz/
2019,About Us,https://archive.swimming.org.nz/education-about-us.html
2019,AUSTSWIM,https://archive.swimming.org.nz/become-a-swim-teacher.html
2019,Course Calendar,https://archive.swimming.org.nz/education-course-calendar.html
2019,Water Skills for Life,https://archive.swimming.org.nz/page.php?id=2959
2019,Resources,https://archive.swimming.org.nz/education-resources.html
2019,Kiwi Swim Safe Programme - Swimming in Schools,https://archive.swimming.org.nz/kiwi-swim-safe.html
2019,Active Movement in the Water,https://archive.swimming.org.nz/active-movement-in-the-water.html
2019,Education Manuals and Certificates,https://shop.swimming.org.nz/index.php?route=product/category&path=50
2019,The history of Para swimming,https://archive.swimming.org.nz/para-swimming.html
2019,Learn To Swim,https://archive.swimming.org.nz/pss-learn-to-swim.html
2019,Joining A Club,https://swimming.org.nz/find-a-club.html
2019,Classification in Para swimming,https://archive.swimming.org.nz/pss-classification-in-para-swimming.html
2019,Competitive Swimming,https://archive.swimming.org.nz/pss-competitive-swimming.html
2019,NCEA Modifications,https://archive.swimming.org.nz/pss-ncea-modifications.html
2019,"Info for coaches, clubs and regions",https://archive.swimming.org.nz/page.php?id=3216
2019,Our Organisation,https://archive.swimming.org.nz/about-swimming-new-zealand.html
2019,History,https://archive.swimming.org.nz/page.php?id=1650
2019,Life Members,https://archive.swimming.org.nz/life-members.html
2019,Presidents,https://archive.swimming.org.nz/page.php?id=3252
2019,Board,https://archive.swimming.org.nz/page.php?id=1651
2019,Our Staff,https://archive.swimming.org.nz/profiles.php?section=168
2019,Contact Us,https://archive.swimming.org.nz/page.php?id=1653
2019,Annual Awards,https://archive.swimming.org.nz/awards-dinner.html
2019,Honours Awards,https://archive.swimming.org.nz/honours-awards.html
2019,Service Awards,https://archive.swimming.org.nz/service-awards.html
2019,SNZ Trophies,https://archive.swimming.org.nz/snz-trophies.html
2019,Awards & Honours Nominations,https://archive.swimming.org.nz/awards-and-honours.html
2019,Find your local Swim Club,https://archive.swimming.org.nz/find-a-club.html
2019,Find a Quality Swim School,https://archive.swimming.org.nz/find-a-quality-swim-school.html
2019,Reports & Minutes,https://archive.swimming.org.nz/page.php?id=588
2019,Constitution,https://archive.swimming.org.nz/constitution.html
2019,SNZ Policies & Procedures,https://archive.swimming.org.nz/policies-and-procedures.html
2019,Swimming Rules,https://archive.swimming.org.nz/page.php?id=3067
2019,Terms & Conditions,https://archive.swimming.org.nz/terms-and-conditions.html
2019,Committees,https://archive.swimming.org.nz/committees.html
2019,SNZ Strategic Summary 2018-2024,https://archive.swimming.org.nz/whole-of-sport-plan.html
2019,Membership Information,https://archive.swimming.org.nz/membership-information.html
2019,Obituaries,https://archive.swimming.org.nz/obituaries.html
2019,Regions & Clubs,https://archive.swimming.org.nz/regions-and-clubs.html
2019,NZ Swimming Alumni,http://www.nzswimmingalumni.org.nz/
2019,NZ Masters Swimming,http://www.nzmastersswimming.org.nz/
2019,NZSCTA (Coaches & Teachers Association),https://www.nzscta.com/
2019,Sponsors & Partners,https://archive.swimming.org.nz/sponsors.php
2019,Community Vacancies,https://archive.swimming.org.nz/other-vacancies.html
2019,Police Vetting,https://archive.swimming.org.nz/swimming-new-zealand-police-vetting-process.html
2019,Police Vetting How To Process,https://swimming.org.nz/visageimages/Members%20Resources/Membership%20Protection/How%20to%20complete%20the%20police%20vetting%20process%20003.pdf
2019,Consent to Disclose Submission,https://form.jotform.com/210806794208862
2019,NZ Police Vetting Application Form,https://swimming.org.nz/visageimages/Health%20and%20Safety/Police%20Vetting/Police%20Vetting%20Request%20&%20Consent%20Application%20Form.doc
2019,Police Vetting Policy,https://swimming.org.nz/visageimages/Legal%20&%20Governance/Policies/Swimming%20NZ%20Police%20Vetting%20Policy%20and%20Process%20-%20Version%202%20-%2025%20Feb%202021.pdf
2019,2019 - 18th FINA World Championships,https://archive.swimming.org.nz/article.php?group_id=40825
2019,2019 Australian State Team Championships,https://archive.swimming.org.nz/article.php?group_id=36726
2019,2019 Junior World Championships,https://archive.swimming.org.nz/article.php?group_id=36515
2019,2019 World University Games Team,https://archive.swimming.org.nz/article.php?group_id=36510
2019,Membership Software,https://www.aptsolutions.net/
2018,SNZ Events,https://www.facebook.com/SNZevents
2018,Epic Swim,https://www.facebook.com/EpicSwim
2018,High Performance,https://www.facebook.com/pages/High-Performance-Swimming-New-Zealand/217739888313688
2018,Home,https://archive.swimming.org.nz/
2018,LATEST NEWS,https://archive.swimming.org.nz/news.php
2018,High Performance,https://archive.swimming.org.nz/news.php?section=148
2018,Education,https://archive.swimming.org.nz/news.php?section=149
2018,Community,https://archive.swimming.org.nz/news.php?section=150
2018,Social Media,https://archive.swimming.org.nz/social-media.html
2018,Freestyler,https://archive.swimming.org.nz/freestyler.html
2018,Media Contacts,https://archive.swimming.org.nz/media-contact.html
2018,Photography,https://archive.swimming.org.nz/gallery.php
2018,Videos,https://archive.swimming.org.nz/livestream.php?view=archive
2018,Athlete Pathway,https://archive.swimming.org.nz/page.php?id=2901
2018,Athlete Leadership Group,https://archive.swimming.org.nz/page.php?id=3188
2018,Anti-Doping,https://archive.swimming.org.nz/anti-doping.html
2018,Carding,https://archive.swimming.org.nz/hpsnz-carding-and-support.html
2018,Local Funding Sites,https://archive.swimming.org.nz/page.php?id=3016
2018,PM Scholarships,https://archive.swimming.org.nz/page.php?id=2204
2018,Coaching Strategy,https://archive.swimming.org.nz/page.php?id=3214
2018,Coach Selection Criteria for International Teams,https://archive.swimming.org.nz/page.php?id=3213
2018,Prime Minister Coach Scholarships,https://archive.swimming.org.nz/page.php?id=2206
2018,Long Term Athlete Development,https://archive.swimming.org.nz/page.php?id=2207
2018,Selection Criteria,https://archive.swimming.org.nz/selection-criteria-pool-open-water.html
2018,International HP Calendar,https://archive.swimming.org.nz/page.php?id=2305
2018,Selection Panel,https://archive.swimming.org.nz/page.php?id=2409
2018,2021,https://archive.swimming.org.nz/page.php?id=3477
2018,2020,https://archive.swimming.org.nz/page.php?id=3476
2018,2019,https://archive.swimming.org.nz/page.php?id=3086
2018,2018,https://archive.swimming.org.nz/page.php?id=2741
2018,2017,https://archive.swimming.org.nz/2017-national-teams.html
2018,2016,https://archive.swimming.org.nz/2016-national-teams.html
2018,2015,https://archive.swimming.org.nz/2015-national-teams.html
2018,2014,https://archive.swimming.org.nz/national-teams-2014.html
2018,2013,https://archive.swimming.org.nz/2013-national-teams.html
2018,2012,https://archive.swimming.org.nz/nationals-teams-2012.html
2018,2011,https://archive.swimming.org.nz/nationals-teams-2011.html
2018,2010,https://archive.swimming.org.nz/nationals-teams-2010.html
2018,2009,https://archive.swimming.org.nz/nationals-teams-2009.html
2018,Historical,https://archive.swimming.org.nz/nationals-teams-historical.html
2018,Swimmers & Coaches Profiles,https://archive.swimming.org.nz/profile_type.php?type=athlete
2018,AquaBlacks,https://archive.swimming.org.nz/profiles.php?section=119
2018,New Zealand Swimmers,https://archive.swimming.org.nz/profiles.php?section=120
2018,Past AquaBlacks,https://archive.swimming.org.nz/profiles.php?section=121
2018,New Zealand Coaches,https://archive.swimming.org.nz/profiles.php?section=3087
2018,Strategies and Policies,https://archive.swimming.org.nz/page.php?id=2363
2018,Events Calendar,https://archive.swimming.org.nz/calendar.html
2018,All National and International Meets,https://archive.swimming.org.nz/national-international-meets.html
2018,All New Zealand Meets,https://archive.swimming.org.nz/all-new-zealand-meets.html
2018,Past Meets,https://archive.swimming.org.nz/past-meets.html
2018,LIVESTREAM,https://archive.swimming.org.nz/livestream.html
2018,FAQ - Events & Competition Restructure,https://archive.swimming.org.nz/page.php?id=3582
2018,Designated Meets,https://archive.swimming.org.nz/page.php?id=3676
2018,Current Records,https://archive.swimming.org.nz/current-records.html
2018,Record Ratification Sheets,https://archive.swimming.org.nz/record-ratification-sheets.html
2018,TM Results Files,https://archive.swimming.org.nz/page.php?id=1065
2018,Results Database,https://archive.swimming.org.nz/results.html
2018,Committees & Working Groups,https://archive.swimming.org.nz/page.php?id=2601
2018,Meet Approval Process,https://archive.swimming.org.nz/page.php?id=1001
2018,Covid-19 and Health & Safety,https://archive.swimming.org.nz/page.php?id=3698
2018,Member Protection Policy Manual,https://swimming.org.nz/article.php?group_id=9187
2018,Membership Categories,https://swimming.org.nz/membership-information.html
2018,Mytogs,https://mytogs.co.nz/
2018,My Squads,https://mysquads.co.nz/
2018,Your Fast Lane,https://fastlane.swimming.org.nz/
2018,International Competition Clearance,https://archive.swimming.org.nz/agreements-and-forms.html
2018,Club Administration,https://archive.swimming.org.nz/mr-club-administration.html
2018,Swim Central Database Information and how to guides,https://archive.swimming.org.nz/page.php?id=1358
2018,Starting a new club,https://archive.swimming.org.nz/mr-starting-a-new-club.html
2018,The Swimmers Lane,https://archive.swimming.org.nz/swimmer-toolbox.html
2018,Open Water,https://archive.swimming.org.nz/page.php?id=1360
2018,Performance Calculators,https://archive.swimming.org.nz/mr-swimmer-toolbox-performance-calculators.html
2018,HPSNZ,https://archive.swimming.org.nz/mr-swimmer-toolbox-hpsnz.html
2018,Other Resources,https://archive.swimming.org.nz/mr-swimmer-toolbox-other-resources.html
2018,The Coaches' Lane,https://archive.swimming.org.nz/coaches-toolbox.html
2018,Courses,https://archive.swimming.org.nz/mr-coaches-toolbox-courses.html
2018,NZSCTA,https://archive.swimming.org.nz/mr-coaches-toolbox-nzscta.html
2018,Tips,https://archive.swimming.org.nz/mr-coaches-toolbox-tips.html
2018,Technical Officials,https://archive.swimming.org.nz/technical-officials.html
2018,Technical Advisory Committee,https://archive.swimming.org.nz/page.php?id=214
2018,Qualifications and Assessments,https://archive.swimming.org.nz/qualifications-and-assessments.html
2018,Appointments to SNZ National Meets,https://archive.swimming.org.nz/appointments.html
2018,Backstroke Ledges,https://archive.swimming.org.nz/page.php?id=1549
2018,Video Resources,https://archive.swimming.org.nz/video-resources.html
2018,SNZ Technical Official Merchandise,http://teamsports.co.nz/snz/technical-official-clothing
2018,SNZ Merchandise,https://shop.swimming.org.nz/
2018,About Us,https://archive.swimming.org.nz/education-about-us.html
2018,AUSTSWIM,https://archive.swimming.org.nz/become-a-swim-teacher.html
2018,Course Calendar,https://archive.swimming.org.nz/education-course-calendar.html
2018,Water Skills for Life,https://archive.swimming.org.nz/page.php?id=2959
2018,Resources,https://archive.swimming.org.nz/education-resources.html
2018,Kiwi Swim Safe Programme - Swimming in Schools,https://archive.swimming.org.nz/kiwi-swim-safe.html
2018,Active Movement in the Water,https://archive.swimming.org.nz/active-movement-in-the-water.html
2018,Education Manuals and Certificates,https://shop.swimming.org.nz/index.php?route=product/category&path=50
2018,The history of Para swimming,https://archive.swimming.org.nz/para-swimming.html
2018,Learn To Swim,https://archive.swimming.org.nz/pss-learn-to-swim.html
2018,Joining A Club,https://swimming.org.nz/find-a-club.html
2018,Classification in Para swimming,https://archive.swimming.org.nz/pss-classification-in-para-swimming.html
2018,Competitive Swimming,https://archive.swimming.org.nz/pss-competitive-swimming.html
2018,NCEA Modifications,https://archive.swimming.org.nz/pss-ncea-modifications.html
2018,"Info for coaches, clubs and regions",https://archive.swimming.org.nz/page.php?id=3216
2018,Our Organisation,https://archive.swimming.org.nz/about-swimming-new-zealand.html
2018,History,https://archive.swimming.org.nz/page.php?id=1650
2018,Life Members,https://archive.swimming.org.nz/life-members.html
2018,Presidents,https://archive.swimming.org.nz/page.php?id=3252
2018,Board,https://archive.swimming.org.nz/page.php?id=1651
2018,Our Staff,https://archive.swimming.org.nz/profiles.php?section=168
2018,Contact Us,https://archive.swimming.org.nz/page.php?id=1653
2018,Annual Awards,https://archive.swimming.org.nz/awards-dinner.html
2018,Honours Awards,https://archive.swimming.org.nz/honours-awards.html
2018,Service Awards,https://archive.swimming.org.nz/service-awards.html
2018,SNZ Trophies,https://archive.swimming.org.nz/snz-trophies.html
2018,Awards & Honours Nominations,https://archive.swimming.org.nz/awards-and-honours.html
2018,Find your local Swim Club,https://archive.swimming.org.nz/find-a-club.html
2018,Find a Quality Swim School,https://archive.swimming.org.nz/find-a-quality-swim-school.html
2018,Reports & Minutes,https://archive.swimming.org.nz/page.php?id=588
2018,Constitution,https://archive.swimming.org.nz/constitution.html
2018,SNZ Policies & Procedures,https://archive.swimming.org.nz/policies-and-procedures.html
2018,Swimming Rules,https://archive.swimming.org.nz/page.php?id=3067
2018,Terms & Conditions,https://archive.swimming.org.nz/terms-and-conditions.html
2018,Committees,https://archive.swimming.org.nz/committees.html
2018,SNZ Strategic Summary 2018-2024,https://archive.swimming.org.nz/whole-of-sport-plan.html
2018,Membership Information,https://archive.swimming.org.nz/membership-information.html
2018,Obituaries,https://archive.swimming.org.nz/obituaries.html
2018,Regions & Clubs,https://archive.swimming.org.nz/regions-and-clubs.html
2018,NZ Swimming Alumni,http://www.nzswimmingalumni.org.nz/
2018,NZ Masters Swimming,http://www.nzmastersswimming.org.nz/
2018,NZSCTA (Coaches & Teachers Association),https://www.nzscta.com/
2018,Sponsors & Partners,https://archive.swimming.org.nz/sponsors.php
2018,Community Vacancies,https://archive.swimming.org.nz/other-vacancies.html
2018,Police Vetting,https://archive.swimming.org.nz/swimming-new-zealand-police-vetting-process.html
2018,Police Vetting How To Process,https://swimming.org.nz/visageimages/Members%20Resources/Membership%20Protection/How%20to%20complete%20the%20police%20vetting%20process%20003.pdf
2018,Consent to Disclose Submission,https://form.jotform.com/210806794208862
2018,NZ Police Vetting Application Form,https://swimming.org.nz/visageimages/Health%20and%20Safety/Police%20Vetting/Police%20Vetting%20Request%20&%20Consent%20Application%20Form.doc
2018,Police Vetting Policy,https://swimming.org.nz/visageimages/Legal%20&%20Governance/Policies/Swimming%20NZ%20Police%20Vetting%20Policy%20and%20Process%20-%20Version%202%20-%2025%20Feb%202021.pdf
2018,2018 Youth Olympic Games,https://archive.swimming.org.nz/article.php?group_id=38476
2018,2018 Pan Pacific Championships,https://archive.swimming.org.nz/article.php?group_id=32955
2018,2018 Junior Pan Pacific Championships,https://archive.swimming.org.nz/article.php?group_id=32950
2018,2018 Australian State Teams Championships,https://archive.swimming.org.nz/article.php?group_id=32214
2018,FINA World Junior Open Water Swimming Championships,https://archive.swimming.org.nz/article.php?group_id=31891
2018,12th Oceania Swimming Championships,https://archive.swimming.org.nz/article.php?group_id=31884
2018,Gold Coast 2018 Commonwealth Games,https://archive.swimming.org.nz/article.php?group_id=31881
2018,Membership Software,https://www.aptsolutions.net/
2017,SNZ Events,https://www.facebook.com/SNZevents
2017,Epic Swim,https://www.facebook.com/EpicSwim
2017,High Performance,https://www.facebook.com/pages/High-Performance-Swimming-New-Zealand/217739888313688
2017,Home,https://archive.swimming.org.nz/
2017,LATEST NEWS,https://archive.swimming.org.nz/news.php
2017,High Performance,https://archive.swimming.org.nz/news.php?section=148
2017,Education,https://archive.swimming.org.nz/news.php?section=149
2017,Community,https://archive.swimming.org.nz/news.php?section=150
2017,Social Media,https://archive.swimming.org.nz/social-media.html
2017,Freestyler,https://archive.swimming.org.nz/freestyler.html
2017,Media Contacts,https://archive.swimming.org.nz/media-contact.html
2017,Photography,https://archive.swimming.org.nz/gallery.php
2017,Videos,https://archive.swimming.org.nz/livestream.php?view=archive
2017,Athlete Pathway,https://archive.swimming.org.nz/page.php?id=2901
2017,Athlete Leadership Group,https://archive.swimming.org.nz/page.php?id=3188
2017,Anti-Doping,https://archive.swimming.org.nz/anti-doping.html
2017,Carding,https://archive.swimming.org.nz/hpsnz-carding-and-support.html
2017,Local Funding Sites,https://archive.swimming.org.nz/page.php?id=3016
2017,PM Scholarships,https://archive.swimming.org.nz/page.php?id=2204
2017,Coaching Strategy,https://archive.swimming.org.nz/page.php?id=3214
2017,Coach Selection Criteria for International Teams,https://archive.swimming.org.nz/page.php?id=3213
2017,Prime Minister Coach Scholarships,https://archive.swimming.org.nz/page.php?id=2206
2017,Long Term Athlete Development,https://archive.swimming.org.nz/page.php?id=2207
2017,Selection Criteria,https://archive.swimming.org.nz/selection-criteria-pool-open-water.html
2017,International HP Calendar,https://archive.swimming.org.nz/page.php?id=2305
2017,Selection Panel,https://archive.swimming.org.nz/page.php?id=2409
2017,2021,https://archive.swimming.org.nz/page.php?id=3477
2017,2020,https://archive.swimming.org.nz/page.php?id=3476
2017,2019,https://archive.swimming.org.nz/page.php?id=3086
2017,2018,https://archive.swimming.org.nz/page.php?id=2741
2017,2017,https://archive.swimming.org.nz/2017-national-teams.html
2017,2016,https://archive.swimming.org.nz/2016-national-teams.html
2017,2015,https://archive.swimming.org.nz/2015-national-teams.html
2017,2014,https://archive.swimming.org.nz/national-teams-2014.html
2017,2013,https://archive.swimming.org.nz/2013-national-teams.html
2017,2012,https://archive.swimming.org.nz/nationals-teams-2012.html
2017,2011,https://archive.swimming.org.nz/nationals-teams-2011.html
2017,2010,https://archive.swimming.org.nz/nationals-teams-2010.html
2017,2009,https://archive.swimming.org.nz/nationals-teams-2009.html
2017,Historical,https://archive.swimming.org.nz/nationals-teams-historical.html
2017,Swimmers & Coaches Profiles,https://archive.swimming.org.nz/profile_type.php?type=athlete
2017,AquaBlacks,https://archive.swimming.org.nz/profiles.php?section=119
2017,New Zealand Swimmers,https://archive.swimming.org.nz/profiles.php?section=120
2017,Past AquaBlacks,https://archive.swimming.org.nz/profiles.php?section=121
2017,New Zealand Coaches,https://archive.swimming.org.nz/profiles.php?section=3087
2017,Strategies and Policies,https://archive.swimming.org.nz/page.php?id=2363
2017,Events Calendar,https://archive.swimming.org.nz/calendar.html
2017,All National and International Meets,https://archive.swimming.org.nz/national-international-meets.html
2017,All New Zealand Meets,https://archive.swimming.org.nz/all-new-zealand-meets.html
2017,Past Meets,https://archive.swimming.org.nz/past-meets.html
2017,LIVESTREAM,https://archive.swimming.org.nz/livestream.html
2017,FAQ - Events & Competition Restructure,https://archive.swimming.org.nz/page.php?id=3582
2017,Designated Meets,https://archive.swimming.org.nz/page.php?id=3676
2017,Current Records,https://archive.swimming.org.nz/current-records.html
2017,Record Ratification Sheets,https://archive.swimming.org.nz/record-ratification-sheets.html
2017,TM Results Files,https://archive.swimming.org.nz/page.php?id=1065
2017,Results Database,https://archive.swimming.org.nz/results.html
2017,Committees & Working Groups,https://archive.swimming.org.nz/page.php?id=2601
2017,Meet Approval Process,https://archive.swimming.org.nz/page.php?id=1001
2017,Covid-19 and Health & Safety,https://archive.swimming.org.nz/page.php?id=3698
2017,Member Protection Policy Manual,https://swimming.org.nz/article.php?group_id=9187
2017,Membership Categories,https://swimming.org.nz/membership-information.html
2017,Mytogs,https://mytogs.co.nz/
2017,My Squads,https://mysquads.co.nz/
2017,Your Fast Lane,https://fastlane.swimming.org.nz/
2017,International Competition Clearance,https://archive.swimming.org.nz/agreements-and-forms.html
2017,Club Administration,https://archive.swimming.org.nz/mr-club-administration.html
2017,Swim Central Database Information and how to guides,https://archive.swimming.org.nz/page.php?id=1358
2017,Starting a new club,https://archive.swimming.org.nz/mr-starting-a-new-club.html
2017,The Swimmers Lane,https://archive.swimming.org.nz/swimmer-toolbox.html
2017,Open Water,https://archive.swimming.org.nz/page.php?id=1360
2017,Performance Calculators,https://archive.swimming.org.nz/mr-swimmer-toolbox-performance-calculators.html
2017,HPSNZ,https://archive.swimming.org.nz/mr-swimmer-toolbox-hpsnz.html
2017,Other Resources,https://archive.swimming.org.nz/mr-swimmer-toolbox-other-resources.html
2017,The Coaches' Lane,https://archive.swimming.org.nz/coaches-toolbox.html
2017,Courses,https://archive.swimming.org.nz/mr-coaches-toolbox-courses.html
2017,NZSCTA,https://archive.swimming.org.nz/mr-coaches-toolbox-nzscta.html
2017,Tips,https://archive.swimming.org.nz/mr-coaches-toolbox-tips.html
2017,Technical Officials,https://archive.swimming.org.nz/technical-officials.html
2017,Technical Advisory Committee,https://archive.swimming.org.nz/page.php?id=214
2017,Qualifications and Assessments,https://archive.swimming.org.nz/qualifications-and-assessments.html
2017,Appointments to SNZ National Meets,https://archive.swimming.org.nz/appointments.html
2017,Backstroke Ledges,https://archive.swimming.org.nz/page.php?id=1549
2017,Video Resources,https://archive.swimming.org.nz/video-resources.html
2017,SNZ Technical Official Merchandise,http://teamsports.co.nz/snz/technical-official-clothing
2017,SNZ Merchandise,https://shop.swimming.org.nz/
2017,About Us,https://archive.swimming.org.nz/education-about-us.html
2017,AUSTSWIM,https://archive.swimming.org.nz/become-a-swim-teacher.html
2017,Course Calendar,https://archive.swimming.org.nz/education-course-calendar.html
2017,Water Skills for Life,https://archive.swimming.org.nz/page.php?id=2959
2017,Resources,https://archive.swimming.org.nz/education-resources.html
2017,Kiwi Swim Safe Programme - Swimming in Schools,https://archive.swimming.org.nz/kiwi-swim-safe.html
2017,Active Movement in the Water,https://archive.swimming.org.nz/active-movement-in-the-water.html
2017,Education Manuals and Certificates,https://shop.swimming.org.nz/index.php?route=product/category&path=50
2017,The history of Para swimming,https://archive.swimming.org.nz/para-swimming.html
2017,Learn To Swim,https://archive.swimming.org.nz/pss-learn-to-swim.html
2017,Joining A Club,https://swimming.org.nz/find-a-club.html
2017,Classification in Para swimming,https://archive.swimming.org.nz/pss-classification-in-para-swimming.html
2017,Competitive Swimming,https://archive.swimming.org.nz/pss-competitive-swimming.html
2017,NCEA Modifications,https://archive.swimming.org.nz/pss-ncea-modifications.html
2017,"Info for coaches, clubs and regions",https://archive.swimming.org.nz/page.php?id=3216
2017,Our Organisation,https://archive.swimming.org.nz/about-swimming-new-zealand.html
2017,History,https://archive.swimming.org.nz/page.php?id=1650
2017,Life Members,https://archive.swimming.org.nz/life-members.html
2017,Presidents,https://archive.swimming.org.nz/page.php?id=3252
2017,Board,https://archive.swimming.org.nz/page.php?id=1651
2017,Our Staff,https://archive.swimming.org.nz/profiles.php?section=168
2017,Contact Us,https://archive.swimming.org.nz/page.php?id=1653
2017,Annual Awards,https://archive.swimming.org.nz/awards-dinner.html
2017,Honours Awards,https://archive.swimming.org.nz/honours-awards.html
2017,Service Awards,https://archive.swimming.org.nz/service-awards.html
2017,SNZ Trophies,https://archive.swimming.org.nz/snz-trophies.html
2017,Awards & Honours Nominations,https://archive.swimming.org.nz/awards-and-honours.html
2017,Find your local Swim Club,https://archive.swimming.org.nz/find-a-club.html
2017,Find a Quality Swim School,https://archive.swimming.org.nz/find-a-quality-swim-school.html
2017,Reports & Minutes,https://archive.swimming.org.nz/page.php?id=588
2017,Constitution,https://archive.swimming.org.nz/constitution.html
2017,SNZ Policies & Procedures,https://archive.swimming.org.nz/policies-and-procedures.html
2017,Swimming Rules,https://archive.swimming.org.nz/page.php?id=3067
2017,Terms & Conditions,https://archive.swimming.org.nz/terms-and-conditions.html
2017,Committees,https://archive.swimming.org.nz/committees.html
2017,SNZ Strategic Summary 2018-2024,https://archive.swimming.org.nz/whole-of-sport-plan.html
2017,Membership Information,https://archive.swimming.org.nz/membership-information.html
2017,Obituaries,https://archive.swimming.org.nz/obituaries.html
2017,Regions & Clubs,https://archive.swimming.org.nz/regions-and-clubs.html
2017,NZ Swimming Alumni,http://www.nzswimmingalumni.org.nz/
2017,NZ Masters Swimming,http://www.nzmastersswimming.org.nz/
2017,NZSCTA (Coaches & Teachers Association),https://www.nzscta.com/
2017,Sponsors & Partners,https://archive.swimming.org.nz/sponsors.php
2017,Community Vacancies,https://archive.swimming.org.nz/other-vacancies.html
2017,Police Vetting,https://archive.swimming.org.nz/swimming-new-zealand-police-vetting-process.html
2017,Police Vetting How To Process,https://swimming.org.nz/visageimages/Members%20Resources/Membership%20Protection/How%20to%20complete%20the%20police%20vetting%20process%20003.pdf
2017,Consent to Disclose Submission,https://form.jotform.com/210806794208862
2017,NZ Police Vetting Application Form,https://swimming.org.nz/visageimages/Health%20and%20Safety/Police%20Vetting/Police%20Vetting%20Request%20&%20Consent%20Application%20Form.doc
2017,Police Vetting Policy,https://swimming.org.nz/visageimages/Legal%20&%20Governance/Policies/Swimming%20NZ%20Police%20Vetting%20Policy%20and%20Process%20-%20Version%202%20-%2025%20Feb%202021.pdf
2017,2017 State Teams Championships,https://archive.swimming.org.nz/article.php?group_id=29328
2017,IV Commonwealth Youth Games,https://archive.swimming.org.nz/article.php?group_id=27583
2017,17th FINA World Championships 2017,https://archive.swimming.org.nz/article.php?group_id=27173
2017,2017 World University Games - Taipei,https://archive.swimming.org.nz/article.php?group_id=27181
2017,2017 Georgina Hope Foundation Australian Age Championships,https://archive.swimming.org.nz/article.php?group_id=26504
2017,Membership Software,https://www.aptsolutions.net/
2016,SNZ Events,https://www.facebook.com/SNZevents
2016,Epic Swim,https://www.facebook.com/EpicSwim
2016,High Performance,https://www.facebook.com/pages/High-Performance-Swimming-New-Zealand/217739888313688
2016,Home,https://archive.swimming.org.nz/
2016,LATEST NEWS,https://archive.swimming.org.nz/news.php
2016,High Performance,https://archive.swimming.org.nz/news.php?section=148
2016,Education,https://archive.swimming.org.nz/news.php?section=149
2016,Community,https://archive.swimming.org.nz/news.php?section=150
2016,Social Media,https://archive.swimming.org.nz/social-media.html
2016,Freestyler,https://archive.swimming.org.nz/freestyler.html
2016,Media Contacts,https://archive.swimming.org.nz/media-contact.html
2016,Photography,https://archive.swimming.org.nz/gallery.php
2016,Videos,https://archive.swimming.org.nz/livestream.php?view=archive
2016,Athlete Pathway,https://archive.swimming.org.nz/page.php?id=2901
2016,Athlete Leadership Group,https://archive.swimming.org.nz/page.php?id=3188
2016,Anti-Doping,https://archive.swimming.org.nz/anti-doping.html
2016,Carding,https://archive.swimming.org.nz/hpsnz-carding-and-support.html
2016,Local Funding Sites,https://archive.swimming.org.nz/page.php?id=3016
2016,PM Scholarships,https://archive.swimming.org.nz/page.php?id=2204
2016,Coaching Strategy,https://archive.swimming.org.nz/page.php?id=3214
2016,Coach Selection Criteria for International Teams,https://archive.swimming.org.nz/page.php?id=3213
2016,Prime Minister Coach Scholarships,https://archive.swimming.org.nz/page.php?id=2206
2016,Long Term Athlete Development,https://archive.swimming.org.nz/page.php?id=2207
2016,Selection Criteria,https://archive.swimming.org.nz/selection-criteria-pool-open-water.html
2016,International HP Calendar,https://archive.swimming.org.nz/page.php?id=2305
2016,Selection Panel,https://archive.swimming.org.nz/page.php?id=2409
2016,2021,https://archive.swimming.org.nz/page.php?id=3477
2016,2020,https://archive.swimming.org.nz/page.php?id=3476
2016,2019,https://archive.swimming.org.nz/page.php?id=3086
2016,2018,https://archive.swimming.org.nz/page.php?id=2741
2016,2017,https://archive.swimming.org.nz/2017-national-teams.html
2016,2016,https://archive.swimming.org.nz/2016-national-teams.html
2016,2015,https://archive.swimming.org.nz/2015-national-teams.html
2016,2014,https://archive.swimming.org.nz/national-teams-2014.html
2016,2013,https://archive.swimming.org.nz/2013-national-teams.html
2016,2012,https://archive.swimming.org.nz/nationals-teams-2012.html
2016,2011,https://archive.swimming.org.nz/nationals-teams-2011.html
2016,2010,https://archive.swimming.org.nz/nationals-teams-2010.html
2016,2009,https://archive.swimming.org.nz/nationals-teams-2009.html
2016,Historical,https://archive.swimming.org.nz/nationals-teams-historical.html
2016,Swimmers & Coaches Profiles,https://archive.swimming.org.nz/profile_type.php?type=athlete
